Author_Username,Tweet_Text,Mentions,Reply_To,Quote_Tweet_Of,Engagement,Sentimen
@NyemilQ,"Even SM can't escape the discourse on the 12% VAT, its impact is huge on all sectors. Just for the ambition of IKN, Woosh and MBG plus other projects. He just happened to join the wrong Regime that wants WOOW but the domestic budget keeps inflating and deflating. Yaps, it's all",,@ArvinHonami,,"Replies: 1, Retweets: 5, Likes: 91",0
@sumur_resapan,"Giliran gini genjot pajak ke rakyat,ikn kopdes merah putih,mbg,kcic itu proyek yang menghabiskan anggaran negara ya di berhentikan donggg..... Terus hilirisasi sampe merusak hutan, merampas tanah adat ngga ada hasilnya?
Masak ya harus saya ajari?",,,@AnakLolina2,"Replies: , Retweets: 2, Likes: 2",0
@yanti51278,"Makin blunder deh logikanya bang. Sejak kapan naikin kelas kota yang udah ada butuh duit 700T sekaligus? Itu namanya meng-upgrade bertahap pakai pos anggaran daerah yang dioptimalkan Pemerintah Pusat, bukan ngebangun IKN yang belah hutan dari nol.",,@teapeachrose,,"Replies: 1, Retweets: , Likes: 2",0
@twentyfirstof3,"Pantesan lbh milih MBG, mindsetnya kek gini.
Org jkt liat ikn ya jelas kepanasan, krn udah ngerti tu ikn cuma mimpi mastrubasi. 

Nyatanya skrg kota dongeng ikn pun ga jelas buat apa, padahal udah banyak anggaran yg dibuang.

Ya lbh realistis buat ngembangin fasum sekelas jkt.",,@Senju_Jawirama,,"Replies: 1, Retweets: , Likes: 13",0
@RakhaRakha45,Dengan anggaran sebesar IKN dan MBG selama lima tahun bisa membangun semua kabupaten/kota di Kaltim btw. Jadi argumennya sekarang adalah IKN & MBG atau pembangunan seluruh Kalimantan,,@SamGiMen,,"Replies: 1, Retweets: 1, Likes: 2",1
@RakhaRakha45,"1 kota dengan penduduk 34 juta dengan pemerintod inkompeten ya masuk akal aja banyak masalah? Kenapa terkejut? 

Yang ada malah bikin 48 rumah menteri IKN seharga 15 milyar per unit. Ditotal setengah triliun lebih. BRT Trans Semarang menggunakan anggaran 300 milyar, lebih mending",,@Senju_Jawirama,,"Replies: 1, Retweets: , Likes: 5",0
@rae_raeyy,"Halah lebih mustahil lg si IKN itu skrng cuma jd objek pariwisata dan ga d lanjutin pdhl udh ngeluarin anggaran bnyak bnget yg klo d alokasikan bs perbaiki fasilitas sklh"" d pedesaan, sistem kesehatan dll",,@CocoLatii,,"Replies: , Retweets: , Likes: 43",0
@gyuvcentric,"If it's seriously worked on, it's fine, the 350T/year budget could at least be focused on building 4 Metropolitans. IKN alone has a total budget of 350T and it's already super luxurious.",,@angga_fzn,,"Replies: , Retweets: 13, Likes: 468",1
@KING_RAJA_PWS_,"Cacat logika sampai pada penyesatan cara berfikir dilakukan, agar anggaran ratusan trilyun dari APBN digunakan untuk pembangunan IKN.

IKN sudah menghasilkan apa, serta memberi manfaat apa buat rakyat Indonesia?
Pembangunannya berasal dari uang yang disetor rakyat untuk Pajak. ",,,,"Replies: 1, Retweets: 12, Likes: 13",0
@kangdede78,"Fakta Lengkap Sapi Kurban Presiden Pakai APBN—Bukan Hal Baru, Skalanya Saja yang Beda. 

Presiden 
@prabowo
 Subianto menyalurkan 1.098 ekor sapi kurban untuk Idul Adha 1447 H / 2026. Anggaran total Rp100 miliar dari APBN melalui pos Bantuan Kemasyarakatan Presiden (Banpres).",@prabowo,,,"Replies: 8, Retweets: 5, Likes: 13",1
@KerjaHasil_id,"Sedikit meluruskan soal pendanaan. Pendanaan IKN diatur di UU No. 21 Tahun 2023. Tidak ada utang yg terlibat dalam pembangunan IKN. Semua anggaran APBN harus seijin DPR. KPBU antara OIKN dan Swasta sifatnya bkn utang. Semua diatur UU, Presiden wajib taati",,@mimiko99rm96942,,"Replies: 1, Retweets: , Likes: 2",1
@inilahdotcom,"Executive Director of the Center for Budget Analysis (CBA), Uchok Sky Khadafi, highlighted the furniture budget for the Vice Presidential Palace Office in IKN. When the current administration is determined to tighten its belt, a budget of that size is quite extravagant.

He",,,,"Replies: 1, Retweets: 6, Likes: 5",0
@dimarsasongko98,"Rudi Masud says ""there's nothing wrong with my style,"" even though his style is funded by taxpayers' money.

A 25 billion official residence is being considered, while an 8.5 billion budget is returned without clear explanation.

The people are protesting heatedly, but the",,,@__PASMANTAP,"Replies: , Retweets: 1, Likes: 2",1
@Chareezee7,"jakarta itu bukan berarti pasti tenggalam besok kak, jakarta masih bisa di cegah. kemarin putusan mk aja ibu kota ttp di jkrta, dan ikn ini malah ngabisin anggaran menurutku. klo anggaran di alokasikan pencegahan jkrta menurutku lebih baik.",,@lynjess_lyn,,"Replies: 1, Retweets: , Likes: 3",0
@bluecandleway,Orang-orang mungkin sudah bodo amat & lupa sama case IKN itu. Padahal anggaran yg keluar sudah banyak jg ,,@txtdaritaxpayer,,"Replies: 1, Retweets: , Likes: 10",0
@blissthethicsss,"That's why it wasn't investigated yesterday, the IKN project is harming the country  
Such a waste of budget, ya Allah ",,@mukaikhlas,,"Replies: , Retweets: 1, Likes: 107",0
@mutajir_mohamat,"Jokowi's blabber has no proof, 260 million people?.. Clearly, Jokowi, who realized that policy, must take responsibility—many have already rejected and advised against it; the policy to relocate IKN is a corruption policy. Wasting the budget and harming the majority of the",,@Mi9aWempy,,"Replies: , Retweets: , Likes: 7",0
@wansrosadi,"Dulu JKW saat pertama bikin IKN dan Whoosh tanpa UU, pdhl mau pindah ibu kota itu mesti pake UU.
Skrg diulang dg MBG yg menggerus hampir setengah Anggaran Pendidikan.
Penguasa berkelanjutan.",,@regar_op0sisi,,"Replies: 1, Retweets: , Likes: 3",0
@abdktard,"Is it true that if you offer a solution, you'll get cursed out? The current president can only waste the budget on MBG and Kopdes, not to mention the spree of military equipment purchases last time.. not to mention IKN that's been left hanging and won't become the capital. His",,@Yantoepedals,,"Replies: 1, Retweets: , Likes: 15",0
@TattletaleSTR,"oh come on, don't call other people BRAINLESS when your own BRAIN didn't even know to check if it was right before picking MBG's CEO   
""the thread's so long"" nyah nyah nyah.... your track record of choices is just as long, but you never bothered to look into it with your",,@fajarnugros,,"Replies: , Retweets: , Likes: 28",0
@vickapta,"If only; if the budget for IKN were used for education, how many Indonesian kids would already have become bachelor's/master's/PhD graduates, how many families would already have escaped poverty?
Would Indonesia roughly already be saved?
(Just daydreaming, if that's allowed?)",,@ArjayaDirja,,"Replies: 1, Retweets: 1, Likes: 3",0
@EviDrajat,"Yo, TERMUL!!! 
You're grinning big time with PDIP..... Don't you realize PDIP 
@PDI_Perjuangan
 is the one pushing that jackkibul. 
Butthurt 'cause your idol GOT FIRED 

Just so you know..... Nasdem also proposed Gibran to IKN. 
IKN budget's a total waste if Gibran refuses to move",@PDI_Perjuangan,,@KerjaHasil_id,"Replies: 17, Retweets: 18, Likes: 41",0
@OposisiCerdas,"No Longer the Capital, CBA Urges the Attorney General's Office to Investigate the IKN Project That Spent a Budget of Rp 75.8 Trillion",,,,"Replies: , Retweets: 16, Likes: 22",0
@anggunsafitriz,"No Longer the Capital, CBA Urges Kejagung to Investigate IKN Project That Spent Rp 75.8 Trillion Budget",,,,"Replies: 1, Retweets: 14, Likes: 14",1
@gieview,nasib jadi sama ya kaya ikn buang buang anggaran,,@Hidupsebagai62,,"Replies: 1, Retweets: , Likes: 2",0
@geloraco,"No Longer the Capital, CBA Urges Kejagung to Investigate IKN Project That Spent Rp75.8 Trillion Budget",,,,"Replies: 10, Retweets: 107, Likes: 200",1
@VIVAcoid,"Members of the Indonesian House of Representatives from the PDI Perjuangan Faction (PDIP), Komarudin Watubun, have urged Vice President of Indonesia or VP Gibran Rakabuming Raka to immediately start working at the Nusantara Capital (IKN) in East Kalimantan.

This was conveyed by",,,,"Replies: 10, Retweets: 8, Likes: 26",1
@Ikhwanazis89,"Not even a week, the cost of MBG and not even 25% of the IKN budget.

Try harder, buzzer.",,@riefb79,,"Replies: 2, Retweets: , Likes: 2",0
@LambeSahamjja,"Guys, there's one fact about IKN that I think is the most embarrassing and the least honestly discussed.

IKN, the largest project in modern Indonesian history, has officially been delayed as the state capital.

And the reason isn't a natural disaster.  
Not because of war.  
Not",,,,"Replies: 137, Retweets: 538, Likes: 1.4K",0
@tribunnews,"The Chairman of the DPP PDI Perjuangan (PDIP), Komarudin Watubun, suggested that Vice President Gibran Rakabuming Raka should set up his office in IKN to make use of the infrastructure that has already been built.

He assessed that the massive budget spent on developing IKN must",,,,"Replies: 17, Retweets: 10, Likes: 28",1
@Meiraaash,IKN has not been officially launched yet does not mean the budget is wasted. Development continues to run so that facilities are complete and fully ready to be used for the progress of the future new capital city. #jagaindonesia #jagamayday2026 #mayday2026damai,,,,"Replies: , Retweets: 4, Likes: 4",1
@Budionotaslim3,"The IKN Development Budget Audit is money from the people's taxes, not money from his ancestors.",,@is_pelssy,,"Replies: , Retweets: 1, Likes: 2",0
@DjogdjaKembali,"Mas Cenul... mbok pernyataan Jubir PDIP about the Constitutional Court Decision No. 71/PUU-XXIV/2026, let's review it here...
Is it true that the IKN, which has already swallowed up a budget of 147 T, is stalled?...
Compare it with Bu Mega's monorail project where the physical",,@ch_chotimah2,,"Replies: , Retweets: 1, Likes: 2",0
@Ari3Pras,"Dahlan Iskan commented on the budget already allocated to the IKN lighthouse project.

The budget already allocated has reached around Rp.147 trillion, yet the tangible benefits felt up to now are considered not yet clear.

“We're spending hundreds of trillions on IKN, what do we",,,,"Replies: 10, Retweets: 38, Likes: 54",0
@inilahdotcom,"The proverb ""the rice has already turned into porridge"" seems contextually fitting for the fate of the megaproject Nusantara Capital City (IKN) in Penajam Paser Utara (PPU), East Kalimantan (Kaltim), at present.

State budget funds have apparently already been poured in to the",,,,"Replies: 1, Retweets: 3, Likes: 2",1
@TweetThreatNews,"No matter how bad Jokowi is, he spent a lot of the budget on development, from toll roads to IKN. Prabowo's even worse, blowing tons of money on nothing. Weakening the rupiah, foreign investors fleeing, and he doesn't even realize it.",,@LambeSahamjja,,"Replies: , Retweets: , Likes: 11",0
@alumni_monas,"During SBY's era, it was more corrupt, bro, and development was slow, only in Java at that, and even then a lot of it got corrupted, and as for the IKN issue, that's a long-term project, even until doomsday there'll still be ongoing development in IKN, like in other cities,",,@Yoghakun,,"Replies: 2, Retweets: , Likes: 11",0
@OphirParwez,"So the main point is, no need to make a fuss about JIS, bro, at least the JIS issue isn't as bad as IKN and MBG, which waste a huge budget ",,@AkunSiAneh,,"Replies: , Retweets: , Likes: 3",0
@inilahdotcom,"Former State-Owned Enterprises Minister and founder of the Jawa Pos daily, Dahlan Iskan, has highlighted the Nusantara Capital City (IKN) project, a legacy of the Joko Widodo (Jokowi) era, from the perspective of economic efficiency.

According to Dahlan, the budget already",,,,"Replies: 36, Retweets: 119, Likes: 233",1
@noopiieeeeee,"When the grand IKN palace & high-speed train tear through the people's budget, why doesn't he say,  
""the people in the villages don't use palaces and high-speed trains""?  
That omon² has made the Rupiah kneel in defeat.  
But that omon can't stand up to that Antek aseeng..  
(my",,,,"Replies: 11, Retweets: 33, Likes: 59",0
@NHenryp29864,"500  MILYAR  ANGGARAN NYA. 
TERMASUK   BAYAR  ARTIS2. 

TEBAKAN  SAJA  TIDAK ADA YANG PUNYA  RUMAH,  DI IKN  ARTIS2  INI.",,@Tan_Mar3M,,"Replies: , Retweets: , Likes: 4",1
@capuaaja,"aku ga setuju ada nya IKN, buang2 anggaran",,,@rimapurwasih,"Replies: 1, Retweets: , Likes: 2",0
@laviezaa,"Selain tentang anggaran, yang paling sedih adalah alam yang dibabat untuk ikn ini, hewan hewan yang kehilangan rumahnya yang tidak bisa dikembalikan lagi",,@thoriqatuna,,"Replies: , Retweets: , Likes: 26",0
@Bambangmulyonoo,"Tahukah kamu berapa anggaran untuk IKN dan Whoosh....?
IKN menghabiskan total biaya Rp 412 triliun 
Whoosh menghabiskan Total biaya 116 triliun.
Pendapatan Whoosh 1,5 triliun sedangkan bunga hutang berjalan 2 triliun.
Siapa yg menanggung kerugian itu.....?
CC.

@jokowi",@jokowi,,,"Replies: 2, Retweets: 7, Likes: 11",0
@kangf4j4r,"Di sebuah negeri bernama Ko Noha yang beribukota di IKN (Ibukota Ko Noha)

Ada yang dengan tegas bilang: ""tidak ada visi misi menteri, hanya ada visi misi Presiden""

Kemudian presiden tsb ngancem menteri supaya ngebengkakin anggaran 

Sekian :)",,@Heraloebss,@siregar_najeges,"Replies: , Retweets: 1, Likes: 2",0
@matcha_creamyy,"terus IKN gimana? udah habis anggaran puluhan triliyun, terkesan dipaksa ngebut pembangunan, sekarang belum jadi ibukota negara",,,@tempodotco,"Replies: 4, Retweets: 4, Likes: 49",0
@kangdede78,"Benarkah rakyat tidak pernah diajak bicara soal IKN? Ini klasik cherry-picking yg simplifikasi banget.

Proses IKN melewati mekanisme demokrasi perwakilan yg sah. UU IKN No. 3 Tahun 2022 disahkan DPR pada 18 Januari 2022 dgn dukungan mayoritas besar: 8 dari 9 fraksi setuju (PDIP,",,,@DoankWarto,"Replies: 2, Retweets: 3, Likes: 8",0
@chiko_adam7969,NEGARA ISINYA BAJINGAN SEMUA ! BUANG BUANG ANGGARAN TERUS GA DILANJUT ! KEMAREN IKN SEKARANG KOPDESS !! MBG ! TAAAIIII BISA GA SIH REVOLUSII HABISIN PENGUASA TAMAK DINEGARA INI BEBASIN NEGARA INI DARI BELENGGU RANTAI PENJAHAT BERDASI !!!,,@Opposisi6890,,"Replies: 2, Retweets: 10, Likes: 129",0
@great_fleet,"Gini sih, kl dl pada bingung ada KCIC, IKN duitnya dr mana, ya duitnya dari macem gini. Peleburan semua badan riset jadi BRIN (dengan kontrol anggaran makin diketatin), itu salah satu contoh ""efisiensi ala mulyono""

Bedanya ama sekarang, Mulyono punya satu periode buat ini.",,,@DravenweX,"Replies: , Retweets: , Likes: 4",1
@lightmotive,Anggaran 4thn ikn jauh lbh kecil drpd 1thn mbg. Hmmm ,,@dodisegrovee,,"Replies: 1, Retweets: , Likes: 3",1
@blank0429,"Min, kami ga lupa ini loh.
Ga akan lupa!!

""Ketua DPP PKS, Mardani Ali Sera mengatakan dukungannya terhadap proyek tersebut dengan ikut serta menyetujui usulan anggaran sebesar Rp28,3 triliun untuk pembangunan IKN di 2025.""


https://
wartaekonomi.co.id/read544090/pks
-jadi-dukung-kelanjutan-proyek-ikn-ada-catatan-khusus
…",,@FPKSDPRRI,,"Replies: 5, Retweets: 6, Likes: 26",1
@legendhwa,"EMANG BANGSATTTT, HABISIN ANGGARAN, HABISIN ALAM, HABISIN TENAGA GUA BUAT BIKIN ARTIKEL ILMIAH BAHAS IKN MEMEKKKK GANTUNG AJA OWI DI MONAS",,,@tempodotco,"Replies: , Retweets: , Likes: 13",1
@QueenImaIsBack,"Bahas anggaran bocor saat pujaan Lo buang uang ratusan tilryunan di candi IKN 

Atau di Kertajati bandara hantu 

Atau MBG si gendut zalim yg sampai bikin semua instansi Pemda dipotong anggarannya 

Hallah",,@Ejijaja,,"Replies: 1, Retweets: , Likes: 3",0
@taufik_q,"Bkn hanya bendungan². IKN, bandara dan infrastruktur² lainnya dibangun tanpa perhitungan & perencanaan yg matang. Semuanya pendekatan proyek. Lagaknya spt pengen Indonesia  maju & sejahtera, tapi sebenarnya hanya jd proyek bancakan Anggaran Negara.
Jahat! 

Biadab Revan Panas",,,,"Replies: 8, Retweets: 17, Likes: 60",0
@twitnyapimma,"Terbukti kan, IKN cm buat buang2 anggaran…",,@tempodotco,,"Replies: , Retweets: , Likes: 2",0
@dodisegrovee,"Anggaran APBN untuk IKN:

 2022–2024: Rp89 T
 2025: Rp13,5 T  
 2026: Rp6,3 T  

Total: Rp108,8 T dari duit rakyat.

Dan MK? Jakarta msh ibu kota sampai ada Keppres Prabowo. Emang dasarnya presiden ngga mau pindah ke IKN? Buktinya ngga ada Keppres? Dan anggaran dikurangi?",,@tempodotco,,"Replies: 4, Retweets: 39, Likes: 262",0
@denismalhotra,"Di negara yang tata kelolanya benar, fakta IKN ini pastinya sudah dijadikan kasus hukum, dan pada akhirnya harus ada yang bertanggung jawab atas kerusakan lingkungan, kerugian anggaran, kengawuran, dan kesia-siaan yang telah diakibatkan.",,,,"Replies: 4, Retweets: 92, Likes: 194",0
@anakketemu,"makanya biar org ga ke jakarta tuh bukan bikin ikn, tapi sediakan infastuktur & pekerjaan layak dikota lainnya.
rakyat juga gaakan ke jakarta kalau di daerah masing²ada pekerjaan yg layak. 450T IKN, 110T KCIC dll. menurut lu dengan anggaran segitu bisa ga bikin daerah lain maju?",,@rejekikusugih,,"Replies: , Retweets: , Likes: 8",0
@Budionotaslim3,Anggaran unt pembangunan IKN harus di Audit menyeluruh,,@yaniarsim,,"Replies: , Retweets: , Likes: 4",1
@Senju_Jawirama,"75 triliunan anggaran IKN bisa buat bikin puluhan rudal nuklir yg dapat dipergunakan utk menenggelamkan Jakarta

Jakarta tenggelam, Indonesia terbebas dari masalah Jakartasentrisme",,,@Jakartalk,"Replies: , Retweets: , Likes: 1",1
@KaZep7,"Baca dan pahami: Jakarta memang MASIH Ibu Kota Indonesia, sampai ada Kepres utk pindah (ke IKN).

IKN ini proyek jangka panjang, hingga 2045. Ya anggaran digunakan digunakan utk membangun sesuai rencana dan target.

Hadeuuuhh...",,,@Jakartalk,"Replies: 30, Retweets: 22, Likes: 74",1
@ramzanrachmat,"Progres IKN sudah banyak terlihat, bukan gak jadi apa2. Gedung2 pemerintahan sudah berdiri, infrastruktur dasar siap. Anggaran 75 trilyun itu investasi jangka panjang, bukan buang2. Membandingkan dengan jumlah sekolah itu simplifikasi, karena pembangunan IKN justru akan mendorong",,@atmawiratna,,"Replies: , Retweets: , Likes: 1",1
@kompascom,"Baca di sini: 
https://
ikn.kompas.com/read/2026/05/1
3/084313887/ikn-jadi-etalase-teknologi-global-tanpa-bebani-apbn?utm_source=twitter&utm_medium=social
…

Ibu Kota Nusantara (IKN) disebut menjadi etalase berbagai teknologi global melalui pelaksanaan proof of concept (POC) atau uji coba teknologi tanpa membebani Anggaran Pendapatan dan Belanja Negara (APBN).

~AM #IKN #APBN #Anggaran",,,,"Replies: , Retweets: , Likes: ",1
@tacnce,Kita gugat presiden yg bangun IKN biar itu duit anggaran balik bs gak triliunan bs tuh buat pendidikan gratis,,@insidefolkative,@999o7i,"Replies: , Retweets: , Likes: 3",0
@rinaldtrader,"Gak semudah itu kapten 
@SeekHustle
 hehe
Karena IKN itu proyek yg didukung oleh 93% fraksi di DPR dan anggaran berkelanjutan terus disetujui, termasuk komitmen pembangunan fasilitas gedung DPR sendiri di IKN untuk tahun 2026-2028. Bahkan ada legitimasi hukum: UU IKN kala itu 
https://
x.com/SeekHustle/sta
/SeekHustle/status/2054368354073461181
…",@SeekHustle,,,"Replies: , Retweets: , Likes: 1",1
@txtdrkuliner,Anggaran IKN Rp75triliun setara kurang lebih 2 bulan MBG btw,,,@Jakartalk,"Replies: 15, Retweets: 72, Likes: 301",1
@Hidupsebagai62,"TERUS YG DI PANAJAM SANA IBU KOTA SIAPA?
UDH HABIS BERAPA TUH UANG PAJAK KITA?

Mahkamah Konstitusi baru saja menolak gugatan UU IKN dan menegaskan ibu kota negara tetap Jakarta secara hukum. 
Tapi pembangunan di Kalimantan Timur terus berjalan. 
Dan uangnya sudah mengalir",,,,"Replies: 6, Retweets: 21, Likes: 33",0
@MercedesAMGIndo,"Funfact: anggaran IKN 75 triliun bisa bangun 13 sirkuit setara Mandalika.

Dengan referensi pembangunan Kawasan Ekonomi Khusus (KEK) Mandalika capai 5,44 triliun (rinciannya ada di gambar), maka 13 sirkuit butuh sekitar 71 triliun, sedangkan 14 sirkuit butuh sekitar 76 triliun.",,,@Jakartalk,"Replies: 2, Retweets: 7, Likes: 33",1
@omed_media,anggaran IKN Rp75 triliun itu kalau dipakai buat MBG nasional cuma kuat sekitar 2 bulanan,,,@Jakartalk,"Replies: , Retweets: 2, Likes: 2",0
@mediaindonesia,"Jangan Cuma 2 Orang yang Happy

Dari persoalan mobil dinas miliaran rupiah, kursi pijat ratusan juta, anggaran cuci baju fantastis, sampai anggapan dinasti politik. Kalimantan Timur diguncang kontroversi yang menyeret nama Rudy Mas’ud.

Sejumlah tokoh senior daerah meminta",,,,"Replies: , Retweets: 2, Likes: 1",1
@vaniepink,Trus yg ngide IKN jadi ibukota negara santai bae gitu pdhl dah abis duit Anggaran yg gede banget merugikan negara itu ,,,@Jakartalk,"Replies: 2, Retweets: 4, Likes: 14",0
@VIVAcoid,"Head of the Nusantara Capital Authority (OIKN), Basuki Hadimuljono, has requested an additional budget of Rp15.5 trillion for 2027.

The proposed budget increase will be used to meet the development targets for IKN in 2028.

The proposal was presented by Basuki during a Working Meeting (Raker) with Commission II of the DPR RI at the Parliamentary Complex, Senayan, Central Jakarta, on Thursday, June 11, 2026. He explained that the OIKN's budget needs for 2027 amount to Rp22.2 trillion.

He explained that the additional budget will be used for the second batch of IKN development for the years 2025, 2026, and 2027, amounting to Rp7.4 trillion, and for the third batch of development amounting to Rp8 trillion for multi-year contracts from 2026-2028.

""Thus, the objective of Presidential Regulation 79/2025 in 2025 is to transform the IKN area into the state capital by 2028,"" he said.

Read more here: 
https://
viva.co.id/berita/nasiona
l/1905179-basuki-minta-tambah-anggaran-rp155-t-buat-kejar-target-pembangunan-ikn-di-2028
…
___
#vivanews #ikn #basuki",,,,"Replies: 8, Retweets: 7, Likes: 10",1
@Rahadi0816,"Proyek-proyek bancakan bagi2 cuan para petinggi, parpol, dan oligarki yang bikin susah hidup rakyat, sumber korupsi, dan pelanggaran aturan. Pantas jika investor professional memilih kabur, hanya investor licik saja yang mau kompensasi.",,,,"Replies: , Retweets: , Likes: ",0
@ImminentAdi,"MBG, KDMP, IKN, adalah proyek2 bancakan APBN. STOP SEMUA. Terutama proyek mercusuar.",,,,"Replies: , Retweets: , Likes: ",0
@djoniecash2,"Orang2 n netizen dungu lebih milih hentikan mbg dibanding hentikan ikn.

Kita jadi tahu, siapa yg ingin mbg dihentikan.",,,,"Replies: , Retweets: , Likes: ",0
@willdanz17,"Ngapain sii nambah nambah anggaran, harusnya lo oikn pada bersyukur",,,,"Replies: , Retweets: , Likes: ",0
@willdanz17,"Harga harga pada naik kementrian aja minta anggarannya naik, masa gaji pekerja didiemin aja sih kagak dinaikin...",,,,"Replies: , Retweets: , Likes: ",0
@azureleight,"omg syongnen why, tell me pls about her fate (i'm observing from another fandom) ",,,@jinsubloom,"Replies: , Retweets: , Likes: ",0
@leonardathens,"Otorita IKN mengusulkan tambahan anggaran Rp 15,5 triliun pada 2027 untuk mempercepat pembangunan Ibu Kota Nusantara (IKN) agar dapat berfungsi sebagai ibu kota negara pada 2028.⁠ Kepala Otorita IKN Basuki Hadimuljono menjelaskan, total kebutuhan pembangunan kawasan legislatif, yudikatif, dan ekosistem pendukung hingga 2028 mencapai Rp 48,8 triliun. Anggaran tersebut dibagi dalam tiga tahap pembangunan yang telah disetujui Presiden Prabowo.⁠

Saat ini pembangunan kawasan legislatif dan yudikatif disebut sudah berjalan dengan progres fisik sekitar 10 persen. Tambahan anggaran akan digunakan untuk melanjutkan pembangunan gedung DPR, MPR, DPD, MA, MK, KY, hunian pejabat dan staf, serta pemeliharaan infrastruktur yang telah terbangun.⁠ Menurut Basuki, pagu indikatif Otorita IKN untuk 2027 sebesar Rp 6,7 triliun masih belum mencukupi kebutuhan anggaran yang mencapai Rp 22,2 triliun. Karena itu, OIKN mengajukan tambahan Rp 15,5 triliun agar target menjadikan IKN sebagai ibu kota negara pada 2028 dapat tercapai.⁠
⁠
Sumber: Kumparan",,,,"Replies: , Retweets: , Likes: ",1
@Mdy_Asmara1701,"The IKN Authority is requesting an additional budget of Rp15.5 trillion for 2027 to realize the new capital city by 2028. The total needs until 2028 reach Rp48.8 trillion.

Many questions arise: the budget keeps increasing, the legal status remains unclear, priorities are seen as misplaced amid economic difficulties, there are suspicions of waste, new construction is only 10% despite limited remaining time, and environmental damage risks.

Some view this as an investment for the future, but plenty are worried it could become a burden on the state.

What do you guys think?",,,,"Replies: 11, Retweets: 29, Likes: 37",0
@Kosimatkasah,"Kata mukidi ratusan investor antri... 

Pinjam aja ke Singapura jaminan sertifikat IKN.

wkwkwkwk",,,,"Replies: 1, Retweets: , Likes: ",1
@NHenryp29864,"Pasti  itu  Bisikan  Jokowi.
Jokowi  sendiri  tidak  mau  mikirin IKN. Malah  sibuk  keliling2 Indonesia  untuk  kampanye PSI.
 15 TRILYUN,  10  %  UNTUK  JOKOWI.",,,,"Replies: , Retweets: , Likes: ",0
@Diditdeddy,Tdk perlu d lanjutkan karena bukan IKN,,,,"Replies: , Retweets: , Likes: ",0
@_no3nk_,IKN ini ibukota apa sih sebenarnya...?,,,,"Replies: , Retweets: , Likes: ",0
@cadoize3,Semua lembaga/ kementrian berlomba minta tambah anggaran,,,,"Replies: , Retweets: , Likes: ",0
@WartaEkonomi,"Target menjadikan IKN sebagai ibu kota negara pada 2028 terus dikebut. Namun, Otorita IKN mengungkap masih ada kekurangan anggaran yang nilainya mencapai Rp15,5 triliun.

Ke mana saja dana tersebut akan digunakan? Dan seberapa besar kebutuhan total pembangunan IKN ke depan?

Baca selengkapnya 

https://
wartaekonomi.co.id/read616633/ikn
-dikebut-jadi-ibu-kota-basuki-hadimuljono-minta-tambahan-dana-rp155-triliun
…

#IKN",,,,"Replies: 1, Retweets: , Likes: ",0
@dimarsasongko98,"Rp 89 trillion of the state budget has already been spent on IKN since 2022.

Foreign investors: nothing significant.

Presidential decree on the capital relocation: not yet issued.

Population: 147,000 souls on land nearly 4× the size of Jakarta.

Legal status: Constitutional",,,,"Replies: 30, Retweets: 76, Likes: 202",0
@tham878,"Incredible, IKN continues to be trusted by investors with a total investment commitment reaching Rp73 trillion.

Always healthy, Mr. Basuki ",,,,"Replies: 2, Retweets: 11, Likes: 53",1
@ImamMarzukiRid1,Kembalikan Dana IKN bs gk daripada nganggur ternyata gk ada Investor yg mau buang2 APBN ke situ,,@ade206,,"Replies: , Retweets: , Likes: ",0
@KerjaHasil_id,"Investor Kakap Abu Dhabi-China Serbu IKN, Berlomba-Lomba Bangun Ini",,@KerjaHasil_id,,"Replies: 1, Retweets: , Likes: 1",1
@Rahim9Helmi,"yang dulu mengatakan ada ribuan mobil SMK, mana? yang dulunya IKN tidak pakai APBN? yang dulunya IKN jadi Ibukota, mana? yang dulunya IKN ratusan Investor masuk, mana?",,@macirecord,,"Replies: , Retweets: , Likes: ",0
@ATricipta,"Terbaik apanya?
Soal investor di IKN yg bohong itu ?",,@ade206,,"Replies: , Retweets: , Likes: ",0
@Bantalleherr,Nyatanya apa? Dari dlu zamannya Jokowi lu ngebuzzer bilangnya IKN banyak investor ga pake APBN nyatanya mana? Ada tuh investor?,,@Heraloebss,,"Replies: , Retweets: , Likes: 3",0
@NHenryp29864,"Proyek IKN  Jokowi, sudah ada  investor,  bisnis Lendir.
Investor dari  daerah2  provinsi Indonesia.",,@macirecord,,"Replies: 1, Retweets: , Likes: 4",1
@DilogoSemo,"Aku cerita kan Jokowi tukang bohong, IKN investor antri",,@psi_id,,"Replies: , Retweets: , Likes: 1",0
@didihusadiwong,"Yaa...Allah...maybe with the current situation, looking at the priority scale, the MBG program wasn't properly planned from the start!!!
MBG, KDMP, Whoosh, IKN, Debt Installments --> financial burdens that muddy the rupiah's value and drive investors away + deindustrialization",,@kompascom,,"Replies: 1, Retweets: 1, Likes: 1",0
@Ans37035,"From Jkw Prabowo. The longest-serving Chief of Police, police and military entering civilian positions, mbg, kdmp, ikn which was said to be fully investor-funded turns out to be state budget, the military now requesting additional funds in the hundreds of trillions to create new",,@indra_kencana,,"Replies: , Retweets: 1, Likes: 5",1
@pranaladotco,"Tepis Keraguan, Investor Asing China dan Korsel Mulai Bangun Fisik di IKN via @https://x.com/pranaladotco",,,,"Replies: , Retweets: , Likes: ",1
