Author_Username,Tweet_Text,Mentions,Reply_To,Quote_Tweet_Of,Engagement,Sentimen
@Ogaman888,"Bedany dia sama munir adlh, munir berurusan sama orba yg lg menjalani masa transisi sdgkn yg ini berurusan sama pemerintah yg ud selesai dgn RUU TNI pas disahkan.",,@pgnpunyadolar,,"Replies: 1, Retweets: , Likes: 5",0
@CakD3pp,"Apakah akan diusut tuntas ?
Salah satu aksinya yang dikenal publik adalah ketika ia menerobos rapat pembahasan RUU TNI pada Maret 2025 sebagai bentuk protes terhadap proses yang dinilai tertutup.

Namun pada Kamis malam, 12 Maret 2026, Andrie diserang dengan penyiraman air keras",,,,"Replies: 2, Retweets: 19, Likes: 30",0
@pvunce,"Parcok gerak mandiri? Damn, gaada arahan apa² gt tau2 nangkep aja ya. Termasuk aktivis di Maluku Utara itu ya.

RUU TNI udah sah, tp kan ada penolakannya. Dia jg termasuk yg berani nerobos rapat diam² di hotelnya. Aksi mah lanjut, takut, akhirnya diserang",,@Ogaman888,,"Replies: 1, Retweets: , Likes: 8",0
@Ogaman888,"Ditangkep2in itu mah kebiasaan parcok pemerintahny diem kok.

Loh RUU TNI ud sah n ga ad ap2 lg bis itu ngapain pemerintah nyerang dia kl RUU aj ud sah n nunggu ampe 2026 baru nyerang?

Jgn dikit2 ngerasa victim complex",,@pvunce,,"Replies: 1, Retweets: 1, Likes: 2",0
@sammi_ananta,"Masih ingat aktivis yang menentang kuat RUU TNI kemarin ? 
Yang protes kencang saat komisi I ngebut merumuskan RUU TNI di hotel mewah ?",,,@DS_yantie,"Replies: , Retweets: 1, Likes: 2",0
@matchxaz,"Gw juga yakin itu perintah seniornya, kalau ga, tinggal yang terlibat di RUU TNI itu aja yang bayar orang

pelaku utamanya gajauh2 dari situ, cuman apakah bakalan ketangkep mafianya? oh tentu tidak wkwk

udah jadi rahasia umum, funfact, semuanya boomer",,@lalalovey0ou,,"Replies: 1, Retweets: , Likes: 4",0
@HILARlO,"1. Anggota aktif bisa masuk ke seluruh sektor sipil sesuai draft awal RUU TNI, digagalkan.
2. Darurat Militer pasca demo Agustus, digagalkan.
3. Siaga 1 yg lagi rame, digagalkan juga.

Maka rasakanlah pembalasan ini sebagai bentuk pelampiasan, begitulah kira-kira.",,@juliusibrani,,"Replies: 1, Retweets: 52, Likes: 624",0
@WibowoAntoni,"Beliau aktivis yang vokal terutama soal RUU TNI, kuat sekali dugaan ini bernuansa politis, diduga ada oknum besar dibalik pelaku penyiraman air keras, pertanyaannya berani gak polisi mengusut tuntas dalang dibalik ini?",,@mudahtertawa_,,"Replies: 1, Retweets: 2, Likes: 48",0
@joni_member,"udah ketebak ulah si lumut ijo, karena melawan RUU TNI ide si Gemoy, jadi ini salah 58 juga",,@raviopatra,,"Replies: 1, Retweets: 3, Likes: 208",0
@ifanismail,Bang Andrie setahu saya salah satu yang berhasil nerobos masuk ruang pembahasan RUU TNI yang dikebut waktu itu utk protes. Dan juga kejadian ini setelah beliau podcast dgn topik remiliterisasi.,,@antropolohis,,"Replies: 1, Retweets: , Likes: 19",0
@ilhamwsp,"Innalillahi rezim biadab  ..!!

Detik detik rekaman CCTV penyiraman air keras pd Aktivis KontraS Andrie Yunus usai Bahas RUU TNI

Kalau sama loreng ijo biasa nya gak ketemu, ",,,,"Replies: , Retweets: , Likes: 5",0
@garismerah_id,"Bisa aja salah!
Tapi apa benar ada kaitanya dengan kritik yang disampaikan sebelumnya terkait (RUU TNI) ??",,,,"Replies: 2, Retweets: 5, Likes: 3",0
@gitaputrid,You might remember him as the guy who stormed holding poster in his hand to RUU TNI closed meeting in a fancy hotel urging to halt the process in the name of transparency and meaningful participation for the public.,,,@TheKerupuk,"Replies: , Retweets: 414, Likes: 1.1K",0
@gimbot75,"Ada yang masih ingat dng Mas Andrie Yunus, salah satu aktivis KontraS yg menerobos masuk pada pembahasan RUU TNI di salah satu hotel Mewah di jakarta pada tgl 15/3/2025.???

Pada kamis malam pukul 23.00 WIB mengalami serangan penyiraman air keras oleh orang tidak dikenal.",,,,"Replies: 1, Retweets: 2, Likes: 5",0
@tnmuda,"Jangan pernah berurusan soal uang dengan ras terkuat di planet bumi..



=====================
Jumat sore jelang berbuka puasa
RUU TNI NKRI",,,,"Replies: 8, Retweets: 6, Likes: 19",0
@mulanbilqis,"Jangan kasi tahu Rismon video ini, agar tidak malu. 

Ehtapi,
Sepertinya memang sudah siap malu saat memilih bersimpuh di tembok ratapan solo. 

Ternyata jilatan Rismon jauh lebih kental dari ludahnya ES 

———-
RUU TNI NKRI Merah Putih GoPay Abu Janda Boy Tertangkap Cieeee",,,,"Replies: 69, Retweets: 117, Likes: 260",0
@raysofflight,"Parcok ga punya kepentingan buat ngelakuin ini. Mereka kadang juga dengan terbuka nyindir soal RUU TNI kok, karena nyediain framework legal buat jadi saingan mereka.

Kecuali operasi bendera palsu.",,@opini_sampah,,"Replies: 1, Retweets: , Likes: 2",0
@ruhulanakgaul,"Detik-detik Andrie Yunus, wakil koordinator KontraS, yang menerobos Hotel Fairmont sewaktu pembahasan RUU TNI, disiram air keras di Jalan Salemba I saat sedang naik motor. 

Pukul 00.05 WIB ia diantar oleh kawan ke IGD  RSCM. Andrie luka pada muka, mata kanan, tangan kiri dan",,,,"Replies: 2, Retweets: 24, Likes: 55",0
@legacymp3,"Nggak kpopan dulu di sini. Tadi malam Andrie Yunus, wakil koordinator KontraS, diserang air keras sampai luka berat 24%. Andrie jugalah yg waktu itu geruduk Fairmont pas rapat panja RUU TNI Maret 2025 lalu. Teror ke aktivis dan warga sipil makin kurang ajar dari rezim anjing ini.",,,,"Replies: 1, Retweets: 2, Likes: 7",0
@Husteo,Andrie Yunus played a major role in raising awareness about the RUU TNI last year. He sacrificed his own safety so the public would know that such a dangerous bill was being discussed behind closed doors. It’s unfortunate that he lives in a country that is allergic to bravery,,,,"Replies: 1, Retweets: 11, Likes: 9",0
@vaneloody,"dan tadi malam, orang yg berani tolak & terobos rapat panja ruu tni di fairmont tahun lalu, disiram air keras di jalan raya sama orang tak dikenal. negara jahat.",,,@NarasiNewsroom,"Replies: 1, Retweets: 3, Likes: 9",0
@andikamalreza,"Teman2 inget aktivis yg beberapa waktu lalu terobos rapat tertutup pas bahas RUU TNI? Gw dapat kabar hari ini, kalau dia kena siram air keras.

Padahal kemarin gw baru aja ketemu pas Kamisan & ngobrol lama sama dia, ya Allah… Namanya Andrie Yunus, mengalami luka bakar sekitar",,,@NarasiNewsroom,"Replies: 20, Retweets: 1.3K, Likes: 2.1K",0
@svargaaa_,"Andrie Yunus, wakil koordinator KontraS, yang menerobos Hotel Fairmont sewaktu pembahasan RUU TNI, semalam disiram air keras di Jalan Salemba I. Andrie luka pada muka, mata kanan, tangan kiri dan dada.",,,,"Replies: , Retweets: 3, Likes: 3",0
@TGajuk9178,"Korban penyiraman air keras adalah aktivis yg dulu pernah menerobos rapat RUU TNI!

Di mana letak kesalahan berita tersebut??
Apakah dlm narasi tersebut ada tuduhan terhadap institusi, Negara, ato pihak2 tertentu?

Menurut gw , otak kau yg terlalu negatif thinking...",,@rudysirwi,,"Replies: 2, Retweets: , Likes: 3",0
@svargaaa_,"Andrie Yunus, wakil koordinator KontraS, yang menerobos Hotel Fairmont sewaktu pembahasan RUU TNI, semalam disiram air keras di Jalan Salemba I. Ia sedang naik motor saat itu. Andrie luka pada muka, mata kanan, tangan kiri dan dada.",,,,"Replies: , Retweets: 6, Likes: 12",0
@MurtadhaOne1,"Semalam aktivis Andrie Yunus, yg dulu sempat menerobos rapat RUU TNI, disiram air keras.

Kini andrie masih terbaring di RS",,,,"Replies: 98, Retweets: 2.8K, Likes: 8.2K",0
@aromapetrikorr,miris juga ya kalau mengingat perlu perjuangan 22 tahun untuk sampai di titik RUU inisiatif. sedangkan RUU TNI langsung ketok dalam semalam.,,@aromapetrikorr,,"Replies: , Retweets: , Likes: 29",0
@PuyuhBalado,"Duh males banget ngeup tewas diteman sendiri, kecuali yang tewas warga sipil baru gw peduli. Dibilang nirempati juga bodoamat, mereka sama sesama aja bisa kek gitu apa lagi ke warga sipil. Pernah dibelain pas tolak ruu tni aja malah yang demo dikata katain sama buntara tamtama",,@tanyarlfes,,"Replies: 1, Retweets: , Likes: 7",0
@opinipartek,[#IndonesiaGelap] & [RUU TNI],,@opinipartek,,"Replies: 1, Retweets: 1, Likes: 6",0
@Kviboyyy26,">RUU TNI
>PAGAR LAUT
>PAJAK++
>GOJEK DIL*ND*S
>MONOPOLI BBM
>MBG MBG MBG
>AKSI DIMANA-MANA
>KORUPSI
>ORANG GAPUNYA INTEGRITAS JADI PEMIMPIN
>BoP
>WW3

Banyak bgt faaak, apalagi",,,,"Replies: 2, Retweets: 7, Likes: 9",0
@mycrashfallen,"iyaa dia bukan 02 voters, tp dia oportunis ngedukung ruu tni disaat org-org kontra pas tahun lalu",,@ErgeOki,,"Replies: 2, Retweets: , Likes: 9",0
@hypergengsi,"waktu ada demo soal RUU TNI, kayaknya dulu kamu ga ngomong gini deh om ",,@PerkasaHabsyah,,"Replies: , Retweets: 1, Likes: 3",0
@antiwahbabi01,"Ini dr agustus kmrn gosipnya,stlh ruu TNI beredar.
Bowo gak sanggup mengendalikan,makanya skrg ksh ruang integrasi TNI dgn kekuasaan sipil scr langsung,di back up sm haji S scr dana. Bowo dr dulu lemah dlm strategi,jd danjen ktn menantu donk.",,@UmarHasibuan__,,"Replies: , Retweets: , Likes: 6",0
@Om_HME,"Legasi kebijakan Jokowi:
1. Menghilangkan banyak subsidi tp bangun infrastruktur, bayar gaji ASN, dll tetap dr hutang.
2. Merusak hukum dan penegakannya dgn UU KPK.
3. Merusak demokrasi dan birokrasi dgn UU Ormas dan Ciptaker.
4. Mengkhianati reformasi dgn KKN dan RUU TNI-Polri.",,@tempodotco,,"Replies: , Retweets: 1, Likes: 4",0
@tuantuantanah,"Puasa tahun lalu juga gonjang-ganjing RUU TNI gak sih? Gue inget ikut demo pas puasa soalnya. 
Puasa tahun sekarang juga sama gonjang-ganjing nya tapi beda issu aja. 
Beneran bikin gak tenang aja ini rezim dlogok kuda.",,,,"Replies: , Retweets: , Likes: 2",0
@plisitin,kolak ruu tni,,@veutetresauvage,,"Replies: 2, Retweets: 1, Likes: 35",0
@andreansonny15,"Gw malah pas andovi bilang ""RUU Pilkada aja bisa dikerjakan satu malam, masa gini ga bisa"", meanwhile tuntutannya ada revisi UU Komnas HAM, UU TNI, UU Kepolisian, evaluasi UU Ciptaker, like bro excuse me wtf",,@lacanisdrunk,,"Replies: 1, Retweets: , Likes: 2",0
@andreansonny15,"""DPR harus mulai revisi UU TNI, UU Komnas HAM, UU Kepolisian, evaluasi UU Ciptaker, sahkan RUU Perampasan Aset""
""RUU Pilkada bisa dikerjakan semalam""

Knp ga minta proses legislasi diatur di UUD, ky negara lain? Dan minta Peraturan DPR 1/2025 dicabut?",,@andreansonny15,,"Replies: 1, Retweets: 1, Likes: 4",0
@lhyseintclair,Di Neo dari dulu emang suka riding the wave nir empati sampai ngorbanin teman temannya. Sok tau sok kenal sok dekat sama orang. Pas penolakan RUU TNI habis di bully gak di undang tapi datang terus wawancaratiba2 jadi juru bicara masa aksi. Nggakada yg suka sama dia di real life.,,@mownohoes,,"Replies: 2, Retweets: 1, Likes: 40",0
@im_vhe,War internal nih kukira pemrentah ada gebrakan apa lagi kayak tahun kemarin yg ujuk2 RUU TNI sah.. oalah ternyata war takjil ,,@kartikawati_16,,"Replies: 1, Retweets: 1, Likes: 39",0
@HidsalJ,"Pola survei yang menempatkan TNI sebagai lembaga paling dipercaya dan DPR paling rendah bukan sekadar soal “citra”, tetapi refleksi diferensiasi fungsi. TNI dipersepsikan menjaga stabilitas & relatif minim ekspos konflik politik. DPR berada di arena kompromi, kontroversi RUU, dan",,@stelanau,,"Replies: 1, Retweets: 1, Likes: 8",1
@Om_HME,"JKW, Bpk Infrastruktur Hutang/Perusak Demokrasi dan Birokrasi (dgn Perppu Ormas dan Ciptaker)/Pengkhianat Reformasi (dgn RUU TNI dan Polri)/Perusak etika dan norma sosial bangsa (dgn money politic, pecah belah, pelihara BuzzeRp, sandera kasus, kongkalikong cukong & makelar, dll).",,@UmarHasibuan__,,"Replies: , Retweets: , Likes: 3",0
@Ikrambukaniqram,"sejak kapan islam jadi hegemoni? islam jadi jadi bahan buat kampanye doang kok dideketin kalau ada maunya waktu ruu tni oengennya islam shalat tarwih sambil demo dijadiin tameng kaum lu dong sekaliny kt ogah jadi tameng eluny bilg kami enabler rezim


https://
x.com/ushouldkaywhye
s/status/2020462018986115132?s=46&t=dQZGqGM4GNBS1hVmveBy7Q
…",,@Ikrambukaniqram,,"Replies: , Retweets: 1, Likes: 5",0
@tanyakanrl," Guys aku udah capee bangett tolong bantu isi kuesionerku pliss, masih kurang 120, kriterianya cuma followers IG narasinewsroom dan baca berita RUU TNI, kalau mau barter bole bgtt. 
Repp aja nanti aku dm, makasyii!!",,,,"Replies: 6, Retweets: , Likes: 9",0
@ImminentAdi,"Makanya RUU TNI kmaren wajib gagal. Berhubung telanjur sukses, jenderal2 tua makin lama bercokol. Perwira menengah stuck. Perwira rendah numpuk. Sementara intake gak distop. Akibatnya militer kudu gedein organisasi utk ngasih jabatan2 ke perwira yg terdampak BUP jenderal naik.",,@MilitaryObs_ID,,"Replies: , Retweets: , Likes: 5",0
@hagipheri1,"Same playbook, every time, every day. Ingat ibu2 yang ikut demo RUU TNI kemarin? Diframing sakit mental juga. Akun anaknya yg sempat nyariin hilang, ngga ada jejak. Sampai skrg entah gimana kabarnya",,,@termulyono_,"Replies: 1, Retweets: 3, Likes: 6",0
@nicosrgr,"Dibaca dari konteks indonesia, buku ini terasa dekat, gimana kebijakan keamanan, belanja teknologi, patroli siber, hadirnya militer di ranah sipil, ruu poIri, uu tni

Semua mengarah ke 1 hal: kota dipandang sebagai medan perang. Sipil dianggap ancaman yg harus dipetakan & diawasi",,,@VersoBooks,"Replies: , Retweets: , Likes: 3",1
@__AnakKolong,""" 1 9 8 4 ""

Ia bukan lagi sekadar novel George Orwell, kini ia adalah daftar regulasi. 

UU CIPTAKER,
UU MINERBA,
UU KPK,
UU POLRI,
UU TNI,
UU KUHP (Baru),
""Proyek"" penulisan ulang sejarah Indonesia,
RUU Antipropaganda Asing,
Kebijakan Validasi Wajah utk registrasi SIM card",,,,"Replies: 21, Retweets: 76, Likes: 206",0
@SponsmanAcc,"thanks koreksinya, yang april bener karena efek trump, kalo maret salah satunya karena ruu tni",,@reyhan2ff,,"Replies: 1, Retweets: , Likes: 1",0
@EastDawn2,"Tapi saat ini kita kembali ke dlm jalur bad ending yg sama. TNI Polri yg rangkap jabatan sipil, UU Kuhap yg baru, revisi sejarah Indonesia by fadli zon, pelanggar HAM jd pahlawan nasional, pemilu ga langsung, RUU propaganda aseng, EmBeGe, sawit is my way or highway, we're fucked.",,@zhil_arf,,"Replies: 23, Retweets: 7, Likes: 57",0
@simpslayer5g,"beda bang, Verrel itu di-DO LSPR, kuliah di UPH pun ga lulus, malah mengundurkan diri, gk selevel ama Verrel, 

 si Ferry Irwandi kritis RUU TNI sampe drama teror, Malaka Project juga, tapi kalo soal umur emang masih muda si, sayangny dia bbrp x collab ama Timothy Scam Ronald",,@rzlhmdfz,,"Replies: 6, Retweets: 3, Likes: 256",0
@ArtaN7707,"Rakyat menolak RUU TNI, dibalas dengan bansos di belahan rakyat yang lain.

Rakyat dipecah belah? Kenapa jadi TNI kalau ingin masuk ke semua bidang kehidupan/pemerintahan? Apa yang kau cari?

#JokowiJawaraKorup 
#JokowiJawaraKorup",,,,"Replies: 1, Retweets: 4, Likes: 5",0
@Thegood_fa,"Karena militer sering dikaitkan dengan disiplin, tangguh, nasionalis.

Apalagi sejak RUU TNI udh keliatan, ditambah dengan program anak nakal ke barak militer, makin kuatlah obsesinya.",,@Id77Kgt,,"Replies: , Retweets: 2, Likes: 7",1
@mas_yuddd,*berpikir keras apa kesalahan diri sendiri yang membuat adanya RUU TNI*,,@yooqe,,"Replies: 1, Retweets: 2, Likes: 9",0
@yyyusrilll,"Betul, lg rame RUU TNI/Militer dia nimbrung buat kebijakan barak militer, rame kecelakaan study tour dia nimbrung juga, lg rame demo DPRD kemaren dia nimbrung lg ngonten sehari 5 video wkwkw, banjir sumatera dia terbang kesana nebeng konten, sawit dia nimbrung juga aowwkwkwk",,@WempiF90099,,"Replies: 1, Retweets: , Likes: 2",0
@PrinceCharlesDK,"ahok bilang keluar partai kalo partai nyalonin anies. mega masuk abis deal prabski. isi dealnya revisi ruu tni, pdip ga akan calonin anies. sebenernya emg pdip gamau calonin anies, itu manuver aja alias pake gertak wkwk.",,@nrfachri,,"Replies: 2, Retweets: , Likes: 3",0
@PrinceCharlesDK,"soal ijazah itu mak jg ikut kok, jd mercy biru pake caranya sendiri lewat orgnya, mak minta sm prab biar dibiarin aja gausa dibantu wkwk. prab ya mau aja kan emg prab sm mega gaada terlalu gmn2, lobi politik ruu tni aja bisa kok berdua, dan itu jg nguntungin gembong 08.",,@Tsukatsuki77,,"Replies: 2, Retweets: , Likes: 3",0
@PrinceCharlesDK,"ya ga akan sih, untung pas kmrn lobi sm maneuver pdip bagus pake ruu tni",,@nrfachri,,"Replies: , Retweets: , Likes: 1",1
@sylusangel,"Wait until we say RUU TNI was designed for TNI's greed like their LI lol 
https://
x.com/naominuo0in/st
/naominuo0in/status/2005931854340448497
…",,,,"Replies: , Retweets: 4, Likes: 22",0
@krebipetiiiii,"Bonus lg kak, add on jg kasus tempo kedatangan kepala babi sm teror tikus ga diusut lanjut,  pas lagi rame revisi uu tni, means kebebasan pers dipertanyakan disini???? Lanjut kasus pager laut, trs ruu kuhap yg katanya bisa kelacak dan disadap tbtb. AKH kebanyakan bonusnya",,@lacheriebon,,"Replies: , Retweets: , Likes: 6",0
@bleednectar,"inget waktu intel kepergok pas demo RUU TNI maret 2025? mereka bawa apa? bawa senpi anjinggg.

dari situ juga udah keliatan kalo setiap kerusakan dan kematian akibat protes/unjuk rasa itu bukan disebabkan massa yang brutal, tapi aparat dan atasannya ini yang bangsat.",,@bleednectar,,"Replies: 1, Retweets: 1, Likes: 2",0
@InzaTechMedia,"Yang Patut Dipertanyakan 

1. Pengesahan RUU TNI Tanpa Transparansi Pembahasan 
 Maret 2025

2. Pengangkatan Soeharto Jadi Pahlawan Nasional 
 November 2025",,@InzaTechMedia,,"Replies: 1, Retweets: , Likes: 2",0
@buruhidol,Media yang semenjak memberitakan/memframing pendemo RUU TNI berperilaku buruk udah lama gw cancel. Tapi salut sama reporternya berani jadi martir meskipun medianya pengecut bgt.,,@iPopBase,,"Replies: , Retweets: 3, Likes: 17",1
@ursoupset18,Btw temen gue juga nol2 voters dulu pas sebelum pemilu bahkan semangat banget bikin status wa dukung nol2 dan jelekin nol1. sebelum lebaran gue main ke rumah dia pas lagi rame isu ruu tni. Gue ledekin deh “pilihan lo tuh” terus dia malu dan bilang “gue gatau bakalan begini” ,,@zeabrizkie,@zeabrizkie,"Replies: 1, Retweets: , Likes: 11",0
@wekimiler,Udh byk petisi yg ditujukan buat pemerintah kek tolak RUU TNI dsb tp gk mempan,,@leksa,@ainunnajib,"Replies: , Retweets: , Likes: 2",0
@Ogaman888,"The same ppl cheering for this are the same ppl who opposes RUU TNI bcs of ""dwifungsi ABRI"".

It's ok for a country to be fully corporate control, authoritarian, have military in power, repressed speech as long as they can impeach their president n dissolve the congress.

Yay",,,@txtdrimedia,"Replies: 5, Retweets: 24, Likes: 139",0
@akunbolabola,"Yg teriak2 revisi UU TNI akan kembalikan Dwi Fungsi ABRI (TNI), sy duga;

1. Tak paham arti Dwi Fungsi ABRI.
2. Belum membaca draft revisi UU TNI.

Sehingga diskursus publiknya ndak jelas arah.

Padahal jelas2 di RUU itu tak ada satu pun pasal, TNI diberi jalan masuk ke Politik",,@akunbolabola,,"Replies: , Retweets: , Likes: 2",0
@Muhikhsan52,Gaada demo besar²an kek pas RUU TNI nih? ,,,@kompascom,"Replies: , Retweets: , Likes: 2",0
@MisterVakum,"YG AKTIPIS2 ALA REFORMASI PADE KEMANE BACOT RUU TNI : NEH POLRI JELAS2 TELANJANG 

SI KAFIR SERAKAH MEMANG KALO DIKASIH JABATAN KUASA = TUHAN MEREKA ADALAH UANG

BEGITULAH KAFIR",,@msaid_didu,,"Replies: 1, Retweets: 1, Likes: 7",0
@blastme88,"Kak mau nambahin dr sebelum kerusuhan agustus banyak demo2 lainnya mulai dari tolak ppn 12%,  penolakan ruu tni, demo ojol, aksi indonesia gelap 

RAPORT NYA MERAH KAK!
Bukan jd negara berkembang selayaknya makin kesini makin ancurrr",,@JoPrast23,,"Replies: 1, Retweets: , Likes: 2",0
@auroraiga,"Login, inilah daftar anggota dewan yang terlibat dalam percepatan RUU TNI menjadi UU TNI melalui mufakat diam-diam di Hotel Fairmont, Bulan Suci Ramadan 1446 H.

Pengingat, 70 hari lagi kita mencapai Ramadan 1447 H.",,@auroraiga,@barengwarga,"Replies: 1, Retweets: , Likes: 9",1
@Xyz545X,ini orang di diskusi ruu tni ke mahasiswa aja jawabannya ngalor ngidul gk jelas jawabannnya apaan sampe mahasiswanya bingung semua.,,@txtdrpemerintah,,"Replies: , Retweets: 3, Likes: 124",0
@SEdit2321840,Ya gmn RUU TNI kmrn juga  salah dan dwifungsi TNI yg makin  masuk ke ranah sipill nya juga bikin makin trust isu,,@Muhikhsan52,,"Replies: 1, Retweets: , Likes: 4",0
@FDonghun,"Mana kemari  para SJW FOMO, mak mak aktivis gaje dan kaum hewan liar  kalah pilpres yang sok sok an tolak RUU TNI
sok sok an nyuruh TNI BALIK KE BARAK
kalian bisa gini, ohhh tentu tidak",,,@florieliciouss,"Replies: , Retweets: 2, Likes: 4",0
@MilitaryObs_ID,"Masih muak langsung dicap buzzer waktu demo UU TNI gegara2 kontra naratif  intal intel.

Padahal selain itu mimin konsisten kritisi RUU dan juga penanganan massa POLRI yang ugal-ugalan.

Gemesnya kelakuan pengguna X indo yang pintar2 ini   
https://
x.com/elkathari/stat
/elkathari/status/1995654572216619490
…",,,,"Replies: 4, Retweets: 18, Likes: 126",0
@Ayhtima,Mana yg kemaren2 pas demo ruu tni malah nyinyir dibilang lebay dan bkin macet,,@txtdrimedia,,"Replies: 1, Retweets: , Likes: 4",0
@aufarazzan_,"Apa maksudnya gua ga layak meneliti sebuah gerakan sosial karena tidak ada dampak signifikan yang terjadi di pemerintahan? Weh puki, temen-temen gua digebukin tapi ruu tni tetep disahin, itu artinya apa yang dilakukan gua dan temen-temen gua ga signifikan dong?",,@aufarazzan_,,"Replies: 1, Retweets: , Likes: 4",0
@alfatih212426,"Semua RUU hanya untuk kepentingan majikan penguasa boneka rezim antek RRC komunis .. rakyat di bungkam dan di kebiri , mulai RUU KPK , Omnisbus law , TNI, Polri dan sekarang yg terbaru RUU KUHP .. atur hukum sesukanmu Allah yg maha mengadili azab Allah itu pedih dan pasti..",,,,"Replies: , Retweets: 5, Likes: 9",0
@xquitavee,"Sebenarnya bnyak Tindak Pidana yg di lakukan Ferry Irwandi di Demo DPR kemarin yg berujung kerusuhan Brutal 

Bahkan di demo rusuh sebelum nya sperti RUU TNI jejak ferry Irwandi berceceran sebagai provokator 

Tapi aneh nya ko tidak ada tindakan hukum pd tukang fitnah ini ",,,,"Replies: , Retweets: , Likes: 2",0
@how378_,"Gimana mau dipercaya kalo selalu berseberangan dgn aspirasi rakyat?

RUU TNI & KUHAP yg ditolak rakyat malah mereka kebut hingga sah sampai sidangnya ngumpet2 di hotel mewah ",,,,"Replies: 2, Retweets: 6, Likes: 11",0
@WongIndonesiaOK,"Emang skrg nggak kacau gara2 ulah tikus2 Senayan termasuk kalian 
@PDI_Perjuangan
 ? yg ""berhasil"" bikin RUU TNI",@PDI_Perjuangan,@salam4jari,,"Replies: , Retweets: , Likes: 1",0
@Dharma_tc,"RUU TNI , gercep..diam diam 
RUU  Kejaksaan lancar.
RUU KUHAP tanpa hambatan.

Giliran RUU PERAMPASAN ASET langsung kendor. 

@DPR_RI
 ini membuat UU untuk kepentingan rakyat,bangsa dan negara atau untuk kepentingan segelintir elite ? 
17+8 tuntutan rakyat,bagaimana kabarnya ???",@DPR_RI,,@Ghurem2,"Replies: , Retweets: , Likes: 2",0
@thinkboutcheol,"halah pembohong banget lu pada. RUU TNI & RUU KUHAP aja cepet banget. sampe ngga bisa bereaksi apa2 lagi sumpah, udah ditahap muak sama pemerintah yg diisi sama orang2 inkompetensi kayak gini.",,,@bestinformm,"Replies: , Retweets: , Likes: 4",0
@hafidzhaernanda,"untuk draft bisa jadi emang dari pemerintah kak, kayak dulu draft RUU TNI dibilangnya hoax dapet darimana tau tapi kenyataannya pada dapet dari website DPR RI kok. 

Also ini bisa disimak diskusi aku terkait hal tersebut, kurang lebih menjawab sih",,@nurlezat2,@PutriNovela9,"Replies: , Retweets: , Likes: 58",1
@koganenohikari,"kok kaget? semenjak RUU TNI jd UU TNI, gausah kaget sm gituan ah",,,@bincangurban,"Replies: 1, Retweets: , Likes: 14",0
@jonghoneybutter,"KOCAK ANJING. RUU TNI GERCEP, KUHAP GERCEP. GILIRAN RUU PERAMPASAN ASET BANYAK ALASAN. emang biadab para bahan bakar neraka ini. 
hope you all die in the worst and miserable way. rot in the deepest hell tp sebelum itu tersiksa di dunia jg 
kelen semua gabisa lari dari dosa2 kelen",,,@bestinformm,"Replies: 1, Retweets: 4, Likes: 8",0
@onorus7940,"TOLAK INI Revisi TNI / POLRI Tolak OMNI BUS LAW , PECAT  GIBRAN  ADILI JKW & TOLAK RUU KUHAP bla bla dst, itu hanyalah ""rupa dari KONTEN2 ""di X yg TAK BERARTI  krn suara 2 itu "" hanya  berkekuatan 10 db. Generasi Indonesia tidak berani ""AMBIL RESIKO & BERSATU""maka kelen sdh TAMAT",,@pasifisstate,,"Replies: , Retweets: , Likes: 5",0
@BhrePajang77547,"Dari dulu fearmongering, jangan2 yang kek gituan malah kriminil di luar sana, dulu juga katanya habis ruu tni pada ditembakin, jdi junta militer, nyatanya mana",,@Ischo_14,,"Replies: 1, Retweets: 1, Likes: 7",0
@bapakkausetan,"Gak, ruu tni kalian aja penipuan babi",,@TirtoID,,"Replies: , Retweets: , Likes: 2",0
@BhrePajang77547,"Apa yang terjadi usai ruu tni katanya akan ada junta militer, entah kapan, ini muncul lagi agitasi2 gak jelas, kayak kebo dicucuk hidungnya",,@nonton_radio,,"Replies: , Retweets: 1, Likes: 8",0
@cockrunners,"patah hati terbesar tahun ini adalah ruu tni disahkan, harto jadi pahlawan nasional, rkuhap disahkan juga. gue bingung juga bagaimana enaknya melanjutkan hidup sebagai wni kere",,,,"Replies: , Retweets: , Likes: 9",0
@gimbot75,"Setelah Nekad Dengan Mengesahkan UU TNI yang banyak ditolak oleh masyarakat. 
Kini DPR RI nekad kembali mensahkan RUU KUHAP Menjadi Undang-undang , mungkin DPR RI kangen di Demo lagi kali ya? 

#TolakRKUHAP
Kamboja",,,,"Replies: 2, Retweets: 1, Likes: 5",0
@LexMarteg,"Eaalaahhhh.....
Akhirnya di sahkan kayak RUU TNI",,@Ghurem2,,"Replies: 1, Retweets: , Likes: 2",0
@xquitavee,"Ferry Irwandi salah satu Orang yg menolak RUU TNI 

Banyak jejak dia di berbagai demo yg berujung kerusuhan anarkis 

Masih di biarkan saja provokator sosmed pak 
@DivHumas_Polri
   ??",@DivHumas_Polri,,,"Replies: 1, Retweets: 1, Likes: 6",0
@_riverheaven,RUU KUHAP untuk kepentingan siapa? RUU TNI juga diam² disahkan. DPR bersuara untuk siapa? Rakyat dan  Akademisi apakh dilibatkan saat bikin draft RUU KUHAP?!?,,,@tempodotco,"Replies: 1, Retweets: 3, Likes: 9",0
